recordID,subjectLocation,subjectLocationRefined
599,Tennessee,Tennessee
599,Tennessee,Tennessee
600,United States,United States
600,United States,United States
600,United States,United States
601,New York (State),New York (State)
602,United States,United States
603,Mexico,Mexico
603,Mexico.,Mexico
604,Ireland,Ireland
604,Ireland.,Ireland
605,Pakistan,Pakistan
605,Pakistan.,Pakistan
606,Spain,Spain
606,Spain.,Spain
607,Arizona,Arizona
608,United States,United States
609,"Harlem (New York, N.Y.)","Harlem (New York, N.Y.)"
610,Pacific Coast (U.S.),Pacific Coast (U.S.)
610,Pacific States,Pacific States
610,Santa Rosa (Calif.),Santa Rosa (Calif.)
611,Galapagos Islands,Galapagos Islands
611,Galapagos Islands.,Galapagos Islands
612,North Pole,North Pole
612,North Pole,North Pole
613,Argentina,Argentina
614,Washakie Indian Reservation (Utah),Washakie Indian Reservation (Utah)
615,United States,United States
615,United States,United States
615,Great Britain,Great Britain
615,United States,United States
615,Great Britain,Great Britain
615,Confederate States of America,Confederate States of America
616,Georgia,Georgia
617,Peru,Peru
617,Amazon River Region,Amazon River Region
618,China,China
618,China.,China
619,Germany,Germany
619,Germany.,Germany
620,Brazil,Brazil
620,Brazil.,Brazil
621,Canada,Canada
621,Canada.,Canada
622,Egypt,Egypt
622,Egypt.,Egypt
623,Japan,Japan
623,Japan.,Japan
624,Kenya,Kenya
624,Kenya.,Kenya
625,New York (N.Y.),New York (N.Y.)
626,Texas,Texas
627,Mill Creek Site (Ill.),Mill Creek Site (Ill.)
627,Illinois,Illinois
627,Mississippi River Valley,Mississippi River Valley
628,Hattiesburg (Miss.),Hattiesburg (Miss.)
628,Mississippi,Mississippi
629,Navarre (Spain),Navarre (Spain)
630,Hungary,Hungary
631,Madison County (Ark.),Madison County (Ark.)
632,United States,United States
633,San Francisco (Calif.),San Francisco (Calif.)
634,Goldfield (Nev.),Goldfield (Nev.)
634,Nevada,Nevada
635,Big Sur (Calif.),Big Sur (Calif.)
636,United States,United States
637,Galapagos Islands,Galapagos Islands
638,Asia,Asia
638,Asia,Asia
638,Middle East,Middle East
638,Middle East,Middle East
638,Asia,Asia
638,Middle East,Middle East
639,New York (N.Y.),New York (N.Y.)
640,Arizona,Arizona
641,Chicago (Ill.),Chicago (Ill.)
642,Ethiopia,Ethiopia
643,Great Britain,Great Britain
644,Laramie (Wyo.),Laramie (Wyo.)
645,United States,United States
645,United States,United States
645,United States,United States
646,United States,United States
646,Turkey,Turkey
646,United States,United States
646,Turkey,Turkey
647,United States,United States
647,Russia (Federation),Russia (Federation)
647,United States,United States
647,United States,United States
647,Russia (Federation),Russia (Federation)
647,Soviet Union,Soviet Union
648,Angel Island (Calif.),Angel Island (Calif.)
648,San Francisco Bay Area (Calif.),San Francisco Bay Area (Calif.)
649,Florida,Florida
649,Florida,Florida
650,Colorado,Colorado
651,South Carolina,South Carolina
652,America,America
652,America,America
653,Mercury (Planet),Mercury (Planet)
653,Mercury (Planet),Mercury (Planet)
654,Moon,Moon
654,Moon.,Moon
655,Tuscaloosa Region (Ala.),Tuscaloosa Region (Ala.)
655,Tuscaloosa Region (Ala.),Tuscaloosa Region (Ala.)
655,Tuscaloosa Region (Ala.),Tuscaloosa Region (Ala.)
656,"Wall Street (New York, N.Y.)","Wall Street (New York, N.Y.)"
656,New York (N.Y.),New York (N.Y.)
657,Russia,Russia
657,Russia,Russia
657,Europe,Europe
658,United States,United States
658,United States,United States
658,United States,United States
658,United States,United States
659,Sudan,Sudan
659,Nuba Mountains Region (Sudan),Nuba Mountains Region (Sudan)
660,Kwajalein Island (Marshall Islands),Kwajalein Island (Marshall Islands)
661,Jordan,Jordan
661,Jordan.,Jordan
662,Shanghai (China),Shanghai (China)
663,Cape Cod (Mass.),Cape Cod (Mass.)
664,"Africa, Sub-Saharan","Africa, Sub-Saharan"
665,Africa,Africa
665,United States,United States
665,Africa,Africa
665,United States,United States
665,United States,United States
666,Cascade Range,Cascade Range
666,Washington (State),Washington (State)
667,West (U.S.),West (U.S.)
667,West (U.S.),West (U.S.)
668,Texas,Texas
669,Germany,Germany
670,Mexico,Mexico
670,Mexico,Mexico
671,Texas,Texas
671,Arkansas,Arkansas
671,Louisiana,Louisiana
671,United States,United States
671,Marshall (Tex.),Marshall (Tex.)
672,Fort Reno (Okla.),Fort Reno (Okla.)
672,El Reno Region (Okla.),El Reno Region (Okla.)
673,British Columbia,British Columbia
674,New England,New England
675,United States,United States
675,United States,United States
676,"Hollywood (Los Angeles, Calif.)","Hollywood (Los Angeles, Calif.)"
676,Texas,Texas
677,Mediterranean Region,Mediterranean Region
678,"Europe, Eastern","Europe, Eastern"
678,United States,United States
678,United States,United States
679,South America,South America
680,Indiana,Indiana
681,Jerusalem,Jerusalem
682,West (U.S.),West (U.S.)
683,United States,United States
683,United States,United States
684,United States,United States
684,United States,United States
685,Japan,Japan
686,Germany,Germany
686,Germany,Germany
687,San Juan River Valley (Colo.-Utah),San Juan River Valley (Colo.-Utah)
688,Florence (Italy),Florence (Italy)
689,Santa Barbara (Calif.),Santa Barbara (Calif.)
690,United States,United States
690,United States,United States
691,Atchafalaya River (La.),Atchafalaya River (La.)
691,Atchafalaya River (La.),Atchafalaya River (La.)
692,Egypt,Egypt
692,Egypt,Egypt
692,Egypt,Egypt
692,Egypt,Egypt
693,Norway,Norway
694,West (U.S.),West (U.S.)
694,West (U.S.),West (U.S.)
694,West (U.S.),West (U.S.)
695,Moon,Moon
696,United States,United States
697,Italy,Italy
698,"Southwest, New","Southwest, New"
698,"Southwest, New","Southwest, New"
698,"Southwest, New","Southwest, New"
698,Mexico,Mexico
699,Charleston (S.C.),Charleston (S.C.)
700,Mexico,Mexico
700,Mexico,Mexico
700,Mexico,Mexico
701,Southern States,Southern States
702,Rwanda,Rwanda
703,Germany,Germany
703,Europe,Europe
703,Germany,Germany
703,Europe,Europe
704,Santa Fe (N.M.),Santa Fe (N.M.)
705,Russia (Federation),Russia (Federation)
706,North America,North America
706,North America,North America
706,North America.,North America
707,Mexico,Mexico
708,Mackinac Island (Mich. : Island),Mackinac Island (Mich.)
708,Mackinac Island (Mich. : Island),Mackinac Island (Mich.)
708,Mackinac Island (Mich. : Island),Mackinac Island (Mich.)
709,Southern States,Southern States
710,United States,United States
711,Vancouver (Wash.),Vancouver (Wash.)
711,Vancouver (Wash.),Vancouver (Wash.)
711,Vancouver (Wash.),Vancouver (Wash.)
712,"Southwest, Old","Southwest, Old"
712,Texas,Texas
712,United States,United States
713,London (Ont.),London (Ont.)
713,London (Ont.),London (Ont.)
714,Mexican-American Border Region,Mexican-American Border Region
715,Mars (Planet),Mars (Planet)
715,Mars (Planet),Mars (Planet)
716,United States,United States
716,United States,United States
717,United States,United States
717,Southern States,Southern States
718,South Africa,South Africa
718,South Africa,South Africa
719,Montgomery (Alabama),Montgomery (Alabama)
719,Montgomery (Alabama),Montgomery (Alabama)
720,"Africa, Sub-Saharan","Africa, Sub-Saharan"
720,"Africa, Sub-Saharan","Africa, Sub-Saharan"
721,Norway,Norway
722,Taiwan,Taiwan
722,Taiwan.,Taiwan
723,Minnesota,Minnesota
724,Iraq,Iraq
724,Iraq,Iraq
725,Soviet Union,Soviet Union
725,Soviet Union,Soviet Union
726,France,France
727,Overland Trails,Overland Trails
727,West (U.S.),West (U.S.)
727,West (U.S.),West (U.S.)
727,Overland Trails.,Overland Trails
727,West (U.S.),West (U.S.)
728,Mali,Mali
728,Mali,Mali
728,Mali,Mali
729,Monterey Peninsula (Calif.),Monterey Peninsula (Calif.)
729,Monterey Peninsula (Calif.),Monterey Peninsula (Calif.)
730,United States,United States
731,India,India
732,Jupiter (Planet),Jupiter (Planet)
732,Jupiter (Planet),Jupiter (Planet)
733,Mercury (Planet),Mercury (Planet)
733,Mercury (Planet),Mercury (Planet)
734,Uranus (Planet),Uranus (Planet)
734,Neptune (Planet),Neptune (Planet)
734,Pluto (Dwarf planet),Pluto (Dwarf planet)
734,Uranus (Planet),Uranus (Planet)
734,Neptune (Planet),Neptune (Planet)
734,Pluto (Dwarf planet),Pluto (Dwarf planet)
735,Saturn (Planet),Saturn (Planet)
735,Saturn (Planet),Saturn (Planet)
736,Sun,Sun
736,Sun.,Sun
737,Venus (Planet),Venus (Planet)
737,Venus (Planet),Venus (Planet)
738,Southwestern States,Southwestern States
739,Asia,Asia
739,Oceania,Oceania
740,Germany,Germany
741,San Francisco (Calif.),San Francisco (Calif.)
742,China,China
743,King of Prussia (Pa.),King of Prussia (Pa.)
744,Scotland,Scotland
745,Casas Grandes Site (Mexico),Casas Grandes Site (Mexico)
745,Chihuahua (Mexico : State),Chihuahua (Mexico : State)
746,Italy,Italy
746,Lucca (Italy),Lucca (Italy)
747,Texas,Texas
747,Texas,Texas
748,Llano Estacado,Llano Estacado
748,Llano Estacado,Llano Estacado
749,Germany,Germany
750,Puget Sound Region (Wash.),Puget Sound Region (Wash.)
751,Earth (Planet),Earth (Planet)
751,Earth (Planet),Earth (Planet)
752,Africa,Africa
753,United States,United States
753,United States,United States
754,United States,United States
754,United States,United States
754,United States,United States
755,Saudi Arabia,Saudi Arabia
755,Saudi Arabia.,Saudi Arabia
756,Austria,Austria
756,Austria.,Austria
757,South Asia,South Asia
757,East Asia,East Asia
757,Southeast Asia,Southeast Asia
757,South Asia.,South Asia
757,East Asia.,East Asia
757,Southeast Asia.,Southeast Asia
758,Lewis Creek (Vt.),Lewis Creek (Vt.)
759,California,California
760,California,California
760,California,California
760,Mexico,Mexico
761,California,California
762,"Southwest, New","Southwest, New"
763,United States,United States
763,United States,United States
763,United States,United States
764,Korea (South),Korea (South)
765,"Titicaca, Lake, Region (Peru and Bolivia)","Titicaca, Lake, Region (Peru and Bolivia)"
766,United States,United States
767,Brazil,Brazil
767,Brazil,Brazil
768,Philadelphia (Pa.),Philadelphia (Pa.)
769,Canterbury (Conn.),Canterbury (Conn.)
770,Mobile (Ala.),Mobile (Ala.)
770,Mobile (Ala.),Mobile (Ala.)
770,Mobile (Ala.),Mobile (Ala.)
771,United States,United States
771,United States,United States
772,Dallas (Tex.),Dallas (Tex.)
773,Rainy Lake Region (Minn. and Ont.),Rainy Lake Region (Minn. and Ont.)
773,Rainy Lake Region (Minn. and Ont.),Rainy Lake Region (Minn. and Ont.)
773,Rainy Lake Region (Minn. and Ont.),Rainy Lake Region (Minn. and Ont.)
774,Prague (Czech Republic),Prague (Czech Republic)
775,Newton County (Ark.),Newton County (Ark.)
775,Arkansas,Arkansas
776,Wyoming,Wyoming
777,Santa Fe (N.M.),Santa Fe (N.M.)
778,"Michigan, Lake, Region","Michigan, Lake, Region"
779,United States,United States
780,France,France
781,United States,United States
781,United States,United States
781,United States,United States
781,United States,United States
782,New Haven (Conn.),New Haven (Conn.)
782,New Haven (Conn.),New Haven (Conn.)
783,"Southwest, New","Southwest, New"
783,Southwestern States,Southwestern States
783,"Southwest, New","Southwest, New"
783,"Southwest, New","Southwest, New"
784,Stillwater Marsh (Nev.),Stillwater Marsh (Nev.)
784,Stillwater Range (Nev.),Stillwater Range (Nev.)
784,Nevada,Nevada
785,"Africa, Sub-Saharan","Africa, Sub-Saharan"
785,Europe,Europe
785,"Africa, Sub-Saharan","Africa, Sub-Saharan"
785,America,America
786,Anderson (S.C.),Anderson (S.C.)
786,Anderson (S.C.),Anderson (S.C.)
786,Anderson (S.C.),Anderson (S.C.)
787,United States,United States
787,United States,United States
788,Central America,Central America
788,Mexico,Mexico
789,Oceania,Oceania
789,Oceania,Oceania
789,Australia,Australia
789,Australia,Australia
789,New Zealand,New Zealand
789,New Zealand,New Zealand
789,Antarctica,Antarctica
789,Antarctica,Antarctica
789,Oceania.,Oceania
789,Australia.,Australia
789,New Zealand.,New Zealand
789,Antarctica.,Antarctica
790,La Rioja (Argentina : Province),La Rioja (Argentina : Province)
791,Great Britain,Great Britain
791,Great Britain,Great Britain
792,Africa,Africa
793,Alabama,Alabama
793,Alabama,Alabama
793,Alabama,Alabama
794,India,India
794,India,India
794,Great Britain,Great Britain
795,Utah,Utah
796,United States,United States
796,United States,United States
797,Southern States,Southern States
797,Southern States,Southern States
797,Southern States,Southern States
798,North Carolina,North Carolina
799,United States,United States
800,California,California
801,California,California
801,California,California
801,San Francisco (Calif.),San Francisco (Calif.)
801,California,California
801,San Francisco (Calif.),San Francisco (Calif.)
802,United States,United States
803,Birmingham (Ala.),Birmingham (Ala.)
804,United States,United States
805,North America,North America
805,"Southwest, New","Southwest, New"
805,Florida,Florida
806,Virginia,Virginia
806,Virginia,Virginia
806,United States,United States
807,Split (Croatia),Split (Croatia)
808,"California, Northern","California, Northern"
808,Goldsboro (N.C.),Goldsboro (N.C.)
809,Developing countries,Developing countries
810,Gulf Coast (U.S.),Gulf Coast (U.S.)
811,Houston (Tex.),Houston (Tex.)
811,Houston (Tex.),Houston (Tex.)
812,United States,United States
813,New York (State),New York (State)
813,New Amsterdam,New Amsterdam
813,New York (State),New York (State)
814,Los Angeles (Calif.),Los Angeles (Calif.)
815,Great Britain,Great Britain
816,"Golden Gate Park (San Francisco, Calif.)","Golden Gate Park (San Francisco, Calif.)"
816,"Golden Gate Park (San Francisco, Calif.)","Golden Gate Park (San Francisco, Calif.)"
816,"Golden Gate Park (San Francisco, Calif.)","Golden Gate Park (San Francisco, Calif.)"
816,San Francisco (Calif.),San Francisco (Calif.)
816,San Francisco (Calif.),San Francisco (Calif.)
817,Green River (Utah),Green River (Utah)
818,China,China
818,China,China
818,China,China
819,"Blueprint Farm (Laredo, Tex.)","Blueprint Farm (Laredo, Tex.)"
820,Ohio,Ohio
820,Ohio.,Ohio
821,"California, Northern","California, Northern"
822,Europe,Europe
823,"Alamo (San Antonio, Tex.)","Alamo (San Antonio, Tex.)"
823,"Alamo (San Antonio, Tex.)","Alamo (San Antonio, Tex.)"
823,Texas,Texas
824,United States,United States
824,Peru,Peru
825,United States,United States
826,United States,United States
827,United States,United States
828,West (U.S.),West (U.S.)
828,West (U.S.),West (U.S.)
829,Texas,Texas
830,New York (N.Y.),New York (N.Y.)
830,United States,United States
830,United States,United States
831,Venice (Italy),Venice (Italy)
831,Venice (Italy),Venice (Italy)
831,Venice (Italy),Venice (Italy)
831,Venice (Italy),Venice (Italy)
832,India,India
832,Mogul Empire,Mogul Empire
833,India,India
834,"California, Northern","California, Northern"
835,Iraq,Iraq
836,Los Angeles (Calif.),Los Angeles (Calif.)
837,Singapore,Singapore
837,Singapore.,Singapore
838,Thailand,Thailand
838,Thailand.,Thailand
839,Greece,Greece
840,United States,United States
840,United States,United States
840,United States,United States
